State_name,FIPS_code,Area_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff,State_code
Arkansas,05061,Howard County,3367.0,1340.0,4834.0,2027.0,0.6965246172941664,0.2772031443938767,0.4193214729002896,AR
Arkansas,05063,Independence County,11250.0,2806.0,14512.0,8444.0,0.7752205071664829,0.1933572216097023,0.5818632855567807,AR
Arkansas,05065,Izard County,4631.0,1021.0,5810.0,3610.0,0.7970740103270224,0.1757314974182444,0.621342512908778,AR
Arkansas,05067,Jackson County,3593.0,1365.0,5091.0,2228.0,0.7057552543704577,0.2681202121390689,0.4376350422313887,AR
Arkansas,05069,Jefferson County,9521.0,14981.0,25158.0,-5460.0,0.3784482073296764,0.5954765879640671,-0.2170283806343906,AR
Arkansas,05071,Johnson County,6938.0,2283.0,9498.0,4655.0,0.7304695725415877,0.2403663929248262,0.4901031796167614,AR
Arkansas,05073,Lafayette County,1757.0,839.0,2679.0,918.0,0.6558417319895483,0.3131765584173199,0.3426651735722284,AR
Arkansas,05075,Lawrence County,4569.0,1080.0,5857.0,3489.0,0.7800921973706676,0.1843947413351545,0.595697456035513,AR
Arkansas,05077,Lee County,1286.0,1423.0,2848.0,-137.0,0.4515449438202247,0.4996488764044944,-0.0481039325842697,AR
Arkansas,05079,Lincoln County,2729.0,1032.0,3875.0,1697.0,0.704258064516129,0.2663225806451613,0.4379354838709677,AR
Arkansas,05081,Little River County,3715.0,1226.0,5177.0,2489.0,0.7175970639366428,0.2368166892022407,0.4807803747344021,AR
Arkansas,05083,Logan County,6441.0,1544.0,8225.0,4897.0,0.7831003039513678,0.1877203647416413,0.5953799392097264,AR
Arkansas,05085,Lonoke County,22884.0,6686.0,30662.0,16198.0,0.7463309634074751,0.2180549214010827,0.5282760420063923,AR
Arkansas,05087,Madison County,5658.0,1563.0,7351.0,4095.0,0.7696911984763978,0.2126241327710515,0.5570670657053463,AR
Arkansas,05089,Marion County,5783.0,1531.0,7503.0,4252.0,0.7707583633213382,0.204051712648274,0.5667066506730641,AR
Arkansas,05091,Miller County,11920.0,4245.0,16529.0,7675.0,0.7211567547946034,0.2568213443039506,0.4643354104906527,AR
Arkansas,05093,Mississippi County,7296.0,4558.0,12342.0,2738.0,0.5911521633446767,0.3693080538000324,0.2218441095446442,AR
Arkansas,05095,Monroe County,1545.0,1147.0,2816.0,398.0,0.5486505681818182,0.4073153409090909,0.1413352272727273,AR
Arkansas,05097,Montgomery County,3046.0,731.0,3873.0,2315.0,0.7864704363542474,0.1887425768138394,0.597727859540408,AR
Arkansas,05099,Nevada County,2133.0,1076.0,3358.0,1057.0,0.6351995235259082,0.3204288266825491,0.3147706968433591,AR
Arkansas,05101,Newton County,3192.0,709.0,3998.0,2483.0,0.7983991995997999,0.1773386693346673,0.6210605302651325,AR
Arkansas,05103,Ouachita County,5294.0,3995.0,9629.0,1299.0,0.5497974867587496,0.4148925122027209,0.1349049745560286,AR
Arkansas,05105,Perry County,3479.0,1012.0,4627.0,2467.0,0.7518910741301059,0.2187162308191052,0.5331748433110006,AR
Arkansas,05107,Phillips County,2417.0,3623.0,6242.0,-1206.0,0.387215636014098,0.5804229413649471,-0.193207305350849,AR
Arkansas,05109,Pike County,3519.0,644.0,4246.0,2875.0,0.8287800282618936,0.1516721620348563,0.6771078662270372,AR
Arkansas,05111,Poinsett County,5918.0,1424.0,7521.0,4494.0,0.7868634490094403,0.1893365243983512,0.597526924611089,AR
Arkansas,05113,Polk County,7035.0,1246.0,8490.0,5789.0,0.8286219081272085,0.1467608951707891,0.6818610129564193,AR
Arkansas,05115,Pope County,18081.0,5772.0,24432.0,12309.0,0.7400540275049116,0.2362475442043222,0.5038064833005893,AR
Arkansas,05117,Prairie County,2786.0,654.0,3495.0,2132.0,0.7971387696709585,0.1871244635193133,0.6100143061516452,AR
Arkansas,05119,Pulaski County,63687.0,101947.0,169956.0,-38260.0,0.3747263997740592,0.5998434889030102,-0.225117089128951,AR
Arkansas,05121,Randolph County,5355.0,1215.0,6812.0,4140.0,0.7861127422196125,0.1783617146212566,0.6077510275983559,AR
Arkansas,05123,St. Francis County,3242.0,3604.0,7108.0,-362.0,0.456105796285875,0.5070343275182893,-0.0509285312324142,AR
Arkansas,05125,Saline County,39556.0,16060.0,56959.0,23496.0,0.6944644393335557,0.2819571972822556,0.4125072420513,AR
Arkansas,05127,Scott County,2962.0,483.0,3551.0,2479.0,0.8341312306392565,0.1360180230920867,0.6981132075471698,AR
Arkansas,05129,Searcy County,3365.0,588.0,4019.0,2777.0,0.8372729534710127,0.1463050510077133,0.6909679024632993,AR
Arkansas,05131,Sebastian County,31198.0,14487.0,47140.0,16711.0,0.6618158676283411,0.3073186253712346,0.3544972422571065,AR
Arkansas,05133,Sevier County,3884.0,1116.0,5202.0,2768.0,0.746635909265667,0.2145328719723183,0.5321030372933486,AR
Arkansas,05135,Sharp County,5938.0,1398.0,7566.0,4540.0,0.7848268569918054,0.1847739888977002,0.6000528680941052,AR
Arkansas,05137,Stone County,4616.0,1180.0,5938.0,3436.0,0.7773661165375547,0.1987201077803974,0.5786460087571572,AR
Arkansas,05139,Union County,10478.0,5584.0,16607.0,4894.0,0.6309387607635335,0.3362437526344312,0.2946950081291022,AR
Arkansas,05141,Van Buren County,6034.0,1593.0,7807.0,4441.0,0.7728961188676828,0.2040476495452798,0.568848469322403,AR
Arkansas,05143,Washington County,47504.0,43824.0,94266.0,3680.0,0.5039356713979589,0.4648972057793902,0.0390384656185686,AR
Arkansas,05145,White County,24182.0,5978.0,30885.0,18204.0,0.7829690788408613,0.1935567427553828,0.5894123360854784,AR
Arkansas,05147,Woodruff County,1543.0,856.0,2476.0,687.0,0.6231825525040388,0.345718901453958,0.2774636510500807,AR
Arkansas,05149,Yell County,5226.0,1284.0,6741.0,3942.0,0.7752558967512239,0.1904761904761904,0.5847797062750334,AR
California,06001,Alameda County,136309.0,617659.0,769864.0,-481350.0,0.1770559475439818,0.8022962497272246,-0.6252403021832428,CA
California,06003,Alpine County,244.0,476.0,741.0,-232.0,0.3292847503373819,0.6423751686909581,-0.3130904183535762,CA
California,06005,Amador County,13585.0,8153.0,22302.0,5432.0,0.6091381938839566,0.3655725943861537,0.2435655994978029,CA
California,06007,Butte County,48730.0,50426.0,102042.0,-1696.0,0.4775484604378589,0.4941690676388154,-0.0166206072009564,CA
California,06009,Calaveras County,16518.0,10046.0,27164.0,6472.0,0.6080842291267855,0.369827713149757,0.2382565159770284,CA
California,06011,Colusa County,4554.0,3234.0,7951.0,1320.0,0.5727581436297321,0.4067412904037228,0.1660168532260093,CA
California,06013,Contra Costa County,152877.0,416386.0,581230.0,-263509.0,0.2630232438105397,0.716387660650689,-0.4533644168401493,CA
